id,name,city,state,Latitude,Longitude,C_D,Street number,Street,City,State,Country,Zip,Full_Address,,,,,,,,c_d
469,Terrapin Brewing Company,Athens, GA,33.9519347,-83.357567,Athens  GA,,,Athens,Georgia,United States,,"Athens, Clarke County, Georgia, United States",,,,,,,,AthensGA
49,SweetWater Brewing Company,Atlanta, GA,33.7489954,-84.3879824,Atlanta  GA,,,Atlanta,Georgia,United States,,"Atlanta, Fulton County, Georgia, United States",,,,,,,,AtlantaGA
216,Orpheus Brewing,Atlanta, GA,33.7489954,-84.3879824,Atlanta  GA,,,Atlanta,Georgia,United States,,"Atlanta, Fulton County, Georgia, United States",,,,,,,,AtlantaGA
400,Macon Beer Company,Macon, GA,32.8406946,-83.6324022,Macon  GA,,,Macon,Georgia,United States,,"Macon, Bibb County, Georgia, United States",,,,,,,,MaconGA
475,Red Hare Brewing Company,Marietta, GA,33.952602,-84.5499327,Marietta  GA,,,Marietta,Georgia,United States,,"Marietta, Cobb County, Georgia, United States",,,,,,,,MariettaGA
415,Coastal Empire Beer Company,Savannah, GA,32.0808989,-81.091203,Savannah  GA,,,Savannah,Georgia,United States,,"Savannah, Chatham County, Georgia, United States",,,,,,,,SavannahGA
203,Mehana Brewing Co.,Hilo, HI,19.7241106,-155.0868193,Hilo  HI,,,Hilo,Hawaii,United States,96720,"Hilo, Hawaii County, Hawaii, United States, 96720",,,,,,,,HiloHI
204,Hawaii Nui Brewing Co.,Hilo, HI,19.7241106,-155.0868193,Hilo  HI,,,Hilo,Hawaii,United States,96720,"Hilo, Hawaii County, Hawaii, United States, 96720",,,,,,,,HiloHI
439,Kona Brewing Company,Kona, HI,19.639994,-155.9969261,Kona  HI,,,Kailua-Kona,Hawaii,United States,,"Kailua-Kona, North Kona, Hawaii County, Hawaii, United States",,,,,,,,KonaHI
375,Maui Brewing Company,Lahaina, HI,20.8783333,-156.6825,Lahaina  HI,,,Lahaina,Hawaii,United States,,"Lahaina, Maui County, Hawaii, United States",,,,,,,,LahainaHI
309,Sockeye Brewing Company,Boise, ID,43.6150186,-116.2023137,Boise  ID,,,Boise,Idaho,United States,,"Boise, Ada County, Idaho, United States",,,,,,,,BoiseID
169,Crooked Fence Brewing Company,Garden City, ID,43.6221108,-116.2381744,Garden City  ID,,,Garden City,Idaho,United States,,"Garden City, Ada County, Idaho, United States",,,,,,,,GardenCityID
307,Payette Brewing Company,Garden City, ID,43.6221108,-116.2381744,Garden City  ID,,,Garden City,Idaho,United States,,"Garden City, Ada County, Idaho, United States",,,,,,,,GardenCityID
313,Slanted Rock Brewing Company,Meridian, ID,43.6121087,-116.3915131,Meridian  ID,,,Meridian,Idaho,United States,,"Meridian, Ada County, Idaho, United States",,,,,,,,MeridianID
218,Laughing Dog Brewing Company,Ponderay, ID,48.3054806,-116.5338037,Ponderay  ID,,,Ponderay,Idaho,United States,,"Ponderay, Bonner County, Idaho, United States",,,,,,,,PonderayID
57,Destihl Brewery,Bloomington, IL,40.4842027,-88.9936873,Bloomington  IL,,,Bloomington,Illinois,United States,,"Bloomington, McLean County, Illinois, United States",,,,,,,,BloomingtonIL
44,Revolution Brewing Company,Chicago, IL,41.8781136,-87.6297982,Chicago  IL,,,Chicago,Illinois,United States,,"Chicago, Cook County, Illinois, United States",,,,,,,,ChicagoIL
52,Pipeworks Brewing Company,Chicago, IL,41.8781136,-87.6297982,Chicago  IL,,,Chicago,Illinois,United States,,"Chicago, Cook County, Illinois, United States",,,,,,,,ChicagoIL
64,SlapShot Brewing Company,Chicago, IL,41.8781136,-87.6297982,Chicago  IL,,,Chicago,Illinois,United States,,"Chicago, Cook County, Illinois, United States",,,,,,,,ChicagoIL
65,Mikerphone Brewing,Chicago, IL,41.8781136,-87.6297982,Chicago  IL,,,Chicago,Illinois,United States,,"Chicago, Cook County, Illinois, United States",,,,,,,,ChicagoIL
88,Goose Island Brewing Company,Chicago, IL,41.8781136,-87.6297982,Chicago  IL,,,Chicago,Illinois,United States,,"Chicago, Cook County, Illinois, United States",,,,,,,,ChicagoIL
175,Spiteful Brewing Company,Chicago, IL,41.8781136,-87.6297982,Chicago  IL,,,Chicago,Illinois,United States,,"Chicago, Cook County, Illinois, United States",,,,,,,,ChicagoIL
196,Goose Island Brewery Company,Chicago, IL,41.8781136,-87.6297982,Chicago  IL,,,Chicago,Illinois,United States,,"Chicago, Cook County, Illinois, United States",,,,,,,,ChicagoIL
256,Finchs Beer Company,Chicago, IL,41.8781136,-87.6297982,Chicago  IL,,,Chicago,Illinois,United States,,"Chicago, Cook County, Illinois, United States",,,,,,,,ChicagoIL
327,Half Acre Beer Company,Chicago, IL,41.8781136,-87.6297982,Chicago  IL,,,Chicago,Illinois,United States,,"Chicago, Cook County, Illinois, United States",,,,,,,,ChicagoIL
210,Temperance Beer Company,Evanston, IL,42.0450722,-87.6876969,Evanston  IL,,,Evanston,Illinois,United States,,"Evanston, Evanston Township, Cook County, Illinois, United States",,,,,,,,EvanstonIL
361,Wild Onion Brewing Company,Lake Barrington, IL,42.2122015,-88.167149,Lake Barrington  IL,,,Lake Barrington,Illinois,United States,,"Lake Barrington, Cuba Township, Lake County, Illinois, United States",,,,,,,,LakeBarringtonIL
55,Pollyanna Brewing Company,Lemont, IL,41.673642,-88.0017261,Lemont  IL,,,Lemont,Illinois,United States,,"Lemont, Lemont Township, Cook County, Illinois, United States",,,,,,,,LemontIL
552,Mickey Finns Brewery,Libertyville, IL,42.2830786,-87.9531303,Libertyville  IL,,,Libertyville,Illinois,United States,,"Libertyville, Libertyville Township, Lake County, Illinois, United States",,,,,,,,LibertyvilleIL
54,Flesk Brewing Company,Lombard, IL,41.8800296,-88.0078435,Lombard  IL,,,Lombard,Illinois,United States,,"Lombard, York Township, DuPage County, Illinois, United States",,,,,,,,LombardIL
56,BuckleDown Brewing,Lyons, IL,41.8133651,-87.8181128,Lyons  IL,,,Lyons,Illinois,United States,,"Lyons, Lyons Township, Cook County, Illinois, United States",,,,,,,,LyonsIL
40,Big Muddy Brewing,Murphysboro, IL,37.7644952,-89.3350888,Murphysboro  IL,,,Murphysboro,Illinois,United States,62966,"Murphysboro, Murphysboro Township, Jackson County, Illinois, United States, 62966",,,,,,,,MurphysboroIL
74,Two Brothers Brewing Company,Warrenville, IL,41.817807,-88.1734021,Warrenville  IL,,,Warrenville,Illinois,United States,,"Warrenville, Winfield Township, DuPage County, Illinois, United States",,,,,,,,WarrenvilleIL
250,Chapmans Brewing,Angola, IN,41.6347726,-84.9994088,Angola  IN,,,Angola,Indiana,United States,46703,"Angola, Pleasant Township, Steuben County, Indiana, United States, 46703",,,,,,,,AngolaIN
165,Great Crescent Brewery,Aurora, IN,39.0570022,-84.9013402,Aurora  IN,,,Aurora,Indiana,United States,,"Aurora, Center Township, Dearborn County, Indiana, United States",,,,,,,,AuroraIN
315,Cutters Brewing Company,Avon, IN,39.7628227,-86.3997167,Avon  IN,,,Avon,Indiana,United States,,"Avon, Washington Township, Hendricks County, Indiana, United States",,,,,,,,AvonIN
28,Taxman Brewing Company,Bargersville, IN,39.5208818,-86.1677657,Bargersville  IN,,,Bargersville,Indiana,United States,,"Bargersville, White River Township, Johnson County, Indiana, United States",,,,,,,,BargersvilleIN
202,Upland Brewing Company,Bloomington, IN,39.165325,-86.5263857,Bloomington  IN,,,Bloomington,Indiana,United States,,"Bloomington, Monroe County, Indiana, United States",,,,,,,,BloomingtonIN
27,450 North Brewing Company,Columbus, IN,39.2014404,-85.9213796,Columbus  IN,,,Columbus,Indiana,United States,,"Columbus, Columbus Township, Bartholomew County, Indiana, United States",,,,,,,,ColumbusIN
17,Tin Man Brewing Company,Evansville, IN,37.9715592,-87.5710898,Evansville  IN,,,Evansville,Indiana,United States,,"Evansville, Vanderburgh County, Indiana, United States",,,,,,,,EvansvilleIN
506,Warbird Brewing Company,Fort Wayne, IN,41.079273,-85.1393513,Fort Wayne  IN,,,Fort Wayne,Indiana,United States,,"Fort Wayne, Allen County, Indiana, United States",,,,,,,,FortWayneIN
177,18th Street Brewery,Gary, IN,41.5933696,-87.3464271,Gary  IN,,,Gary,Indiana,United States,,"Gary, Calumet Township, Lake County, Indiana, United States",,,,,,,,GaryIN
20,Bare Hands Brewery,Granger, IN,41.7533819,-86.1108377,Granger  IN,,,Granger,Indiana,United States,,"Granger, St. Joseph County, Indiana, United States",,,,,,,,GrangerIN
16,Flat 12 Bierwerks,Indianapolis, IN,39.768403,-86.158068,Indianapolis  IN,,,Indianapolis,Indiana,United States,,"Indianapolis, Marion County, Indiana, United States",,,,,,,,IndianapolisIN
18,Black Acre Brewing Co.,Indianapolis, IN,39.768403,-86.158068,Indianapolis  IN,,,Indianapolis,Indiana,United States,,"Indianapolis, Marion County, Indiana, United States",,,,,,,,IndianapolisIN
23,Indiana City Brewing,Indianapolis, IN,39.768403,-86.158068,Indianapolis  IN,,,Indianapolis,Indiana,United States,,"Indianapolis, Marion County, Indiana, United States",,,,,,,,IndianapolisIN
25,Sun King Brewing Company,Indianapolis, IN,39.768403,-86.158068,Indianapolis  IN,,,Indianapolis,Indiana,United States,,"Indianapolis, Marion County, Indiana, United States",,,,,,,,IndianapolisIN
205,Peoples Brewing Company,Lafayette, IN,40.4167022,-86.8752869,Lafayette  IN,,,Lafayette,Indiana,United States,,"Lafayette, Tippecanoe County, Indiana, United States",,,,,,,,LafayetteIN
21,Three Pints Brewing,Martinsville, IN,39.4278253,-86.4283279,Martinsville  IN,,,Martinsville,Indiana,United States,46151,"Martinsville, Washington Township, Morgan County, Indiana, United States, 46151",,,,,,,,MartinsvilleIN
24,Burn Em Brewing,Michigan City, IN,41.7075394,-86.8950297,Michigan City  IN,,,Michigan City,Indiana,United States,,"Michigan City, Michigan, LaPorte County, Indiana, United States",,,,,,,,MichiganCityIN
26,Evil Czech Brewery,Mishawaka, IN,41.6619927,-86.1586156,Mishawaka  IN,,,Mishawaka,Indiana,United States,,"Mishawaka, Penn Township, St. Joseph County, Indiana, United States",,,,,,,,MishawakaIN
19,Brew Link Brewing,Plainfield, IN,39.7042123,-86.3994387,Plainfield  IN,,,Plainfield,Indiana,United States,,"Plainfield, Guilford Township, Hendricks County, Indiana, United States",,,,,,,,PlainfieldIN
358,Daredevil Brewing Company,Shelbyville, IN,39.5214373,-85.7769238,Shelbyville  IN,,,Shelbyville,Indiana,United States,46176,"Shelbyville, Addison Township, Shelby County, Indiana, United States, 46176",,,,,,,,ShelbyvilleIN
348,Four Horsemen Brewing Company,South Bend, IN,41.6763545,-86.2519898,South Bend  IN,,,South Bend,Indiana,United States,,"South Bend, St. Joseph County, Indiana, United States",,,,,,,,SouthBendIN
22,Four Fathers Brewing ,Valparaiso, IN,41.4730948,-87.0611412,Valparaiso  IN,,,Valparaiso,Indiana,United States,,"Valparaiso, Center Township, Porter County, Indiana, United States",,,,,,,,ValparaisoIN
365,Great River Brewery,Davenport, IA,41.5236437,-90.5776367,Davenport  IA,,,Davenport,Iowa,United States,,"Davenport, Scott County, Iowa, United States",,,,,,,,DavenportIA
482,Confluence Brewing Company,Des Moines, IA,41.6005448,-93.6091064,Des Moines  IA,,,Des Moines,Iowa,United States,,"Des Moines, Polk County, Iowa, United States",,,,,,,,DesMoinesIA
208,Kalona Brewing Company,Kalona, IA,41.4830723,-91.7060015,Kalona  IA,,,Kalona,Iowa,United States,52247,"Kalona, English River, Washington County, Iowa, United States, 52247",,,,,,,,KalonaIA
468,Peace Tree Brewing Company,Knoxville, IA,41.320343,-93.09967,Knoxville  IA,,,Knoxville,Iowa,United States,50138,"Knoxville, Knoxville, Marion County, Iowa, United States, 50138",,,,,,,,KnoxvilleIA
471,Okoboji Brewing Company,Spirit Lake, IA,43.4226192,-95.1022313,Spirit Lake  IA,,,Spirit Lake,Iowa,United States,51360,"Spirit Lake, Center Grove, Dickinson County, Iowa, United States, 51360",,,,,,,,SpiritLakeIA
283,Defiance Brewing Company,Hays, KS,38.8791783,-99.3267702,Hays  KS,,,Hays,Kansas,United States,67601,"Hays, Big Creek, Ellis County, Kansas, United States, 67601",,,,,,,,HaysKS
500,High Noon Saloon And Brewery,Leavenworth, KS,39.3111112,-94.9224637,Leavenworth  KS,,,Leavenworth,Kansas,United States,,"Leavenworth, Leavenworth County, Kansas, United States",,,,,,,,LeavenworthKS
45,Tallgrass Brewing Company,Manhattan, KS,39.1836082,-96.5716694,Manhattan  KS,,,Manhattan,Kansas,United States,,"Manhattan, Riley County, Kansas, United States",,,,,,,,ManhattanKS
100,West Sixth Brewing,Lexington, KY,38.0405837,-84.5037164,Lexington  KY,,,Lexington,Kentucky,United States,,"Lexington, Fayette County, Kentucky, United States",,,,,,,,LexingtonKY
388,Alltechs Lexington Brewing Company,Lexington, KY,38.0405837,-84.5037164,Lexington  KY,,,Lexington,Kentucky,United States,,"Lexington, Fayette County, Kentucky, United States",,,,,,,,LexingtonKY
1,Against the Grain Brewery,Louisville, KY,38.2526647,-85.7584557,Louisville KY,,,Louisville,Kentucky,United States,,"Louisville, Jefferson County, Kentucky, United States",,,,,,,,LouisvilleKY
62,Against The Grain Brewery,Louisville, KY,38.2526647,-85.7584557,Louisville  KY,,,Louisville,Kentucky,United States,,"Louisville, Jefferson County, Kentucky, United States",,,,,,,,LouisvilleKY
533,Abita Brewing Company,Abita Springs, LA,30.4785257,-90.0375755,Abita Springs  LA,,,Abita Springs,Louisiana,United States,70420,"Abita Springs, St. Tammany Parish, Louisiana, United States, 70420",,,,,,,,AbitaSpringsLA
152,Tin Roof Brewing Company,Baton Rouge, LA,30.4514677,-91.1871466,Baton Rouge  LA,,,Baton Rouge,Louisiana,United States,,"Baton Rouge, East Baton Rouge Parish, Louisiana, United States",,,,,,,,BatonRougeLA
553,Covington Brewhouse,Covington, LA,30.4754702,-90.1009108,Covington  LA,,,Covington,Louisiana,United States,,"Covington, St. Tammany Parish, Louisiana, United States",,,,,,,,CovingtonLA
174,New Orleans Lager & Ale Brewing Company,New Orleans, LA,29.9510658,-90.0715323,New Orleans  LA,,,New Orleans,Louisiana,United States,,"New Orleans, Orleans Parish, Louisiana, United States",,,,,,,,NewOrleansLA
269,Great Raft Brewing Company,Shreveport, LA,32.5251516,-93.7501789,Shreveport  LA,,,Shreveport,Louisiana,United States,,"Shreveport, Caddo Parish, Louisiana, United States",,,,,,,,ShreveportLA
317,Marshall Wharf Brewing Company,Belfast, ME,44.4259092,-69.0064234,Belfast  ME,,,Belfast,Maine,United States,4915,"Belfast, Waldo County, Maine, United States, 04915",,,,,,,,BelfastME
292,Baxter Brewing Company,Lewiston, ME,44.100351,-70.2147764,Lewiston  ME,,,Lewiston,Maine,United States,,"Lewiston, Androscoggin County, Maine, United States",,,,,,,,LewistonME
106,Glabrous Brewing Company,Pineland, ME,43.962853,-70.2825536,Pineland  ME,,,New Gloucester,Maine,United States,,"New Gloucester, Cumberland County, Maine, United States",,,,,,,,PinelandME
42,Rising Tide Brewing Company,Portland, ME,43.6590993,-70.2568189,Portland  ME,,,Portland,Maine,United States,,"Portland, Cumberland County, Maine, United States",,,,,,,,PortlandME
266,Peak Organic Brewing Company,Portland, ME,43.6590993,-70.2568189,Portland  ME,,,Portland,Maine,United States,,"Portland, Cumberland County, Maine, United States",,,,,,,,PortlandME
323,D.L. Geary Brewing Company,Portland, ME,43.6590993,-70.2568189,Portland  ME,,,Portland,Maine,United States,,"Portland, Cumberland County, Maine, United States",,,,,,,,PortlandME
385,Shipyard Brewing Company,Portland, ME,43.6590993,-70.2568189,Portland  ME,,,Portland,Maine,United States,,"Portland, Cumberland County, Maine, United States",,,,,,,,PortlandME
492,Stone Coast Brewing Company,Portland, ME,43.6590993,-70.2568189,Portland  ME,,,Portland,Maine,United States,,"Portland, Cumberland County, Maine, United States",,,,,,,,PortlandME
502,Sea Dog Brewing Company,Portland, ME,43.6590993,-70.2568189,Portland  ME,,,Portland,Maine,United States,,"Portland, Cumberland County, Maine, United States",,,,,,,,PortlandME
71,Union Craft Brewing,Baltimore, MD,39.2903848,-76.6121893,Baltimore  MD,,,Baltimore,Maryland,United States,,"Baltimore, Maryland, United States",,,,,,,,BaltimoreMD
255,Stillwater Artisanal Ales,Baltimore, MD,39.2903848,-76.6121893,Baltimore  MD,,,Baltimore,Maryland,United States,,"Baltimore, Maryland, United States",,,,,,,,BaltimoreMD
262,The Brewers Art,Baltimore, MD,39.2903848,-76.6121893,Baltimore  MD,,,Baltimore,Maryland,United States,,"Baltimore, Maryland, United States",,,,,,,,BaltimoreMD
521,Flying Dog Brewery,Frederick, MD,39.4142688,-77.4105409,Frederick  MD,,,Frederick,Maryland,United States,,"Frederick, 2, Frederick, Frederick County, Maryland, United States",,,,,,,,FrederickMD
479,Heavy Seas Beer,Halethorpe, MD,39.2401735,-76.6806441,Halethorpe  MD,,,Halethorpe,Maryland,United States,21227,"Halethorpe, 13, Baltimore County, Maryland, United States, 21227",,,,,,,,HalethorpeMD
114,Jailbreak Brewing Company,Laurel, MD,39.0992752,-76.8483061,Laurel  MD,,,Laurel,Maryland,United States,,"Laurel, 10, Laurel, Prince George's County, Maryland, United States",,,,,,,,LaurelMD
68,Red Shedman Farm Brewery and Hop Yard,Mt. Airy, MD,39.3762145,-77.154704,Mt. Airy  MD,,,Mount Airy,Maryland,United States,21771,"Mount Airy, Carroll County, Maryland, United States, 21771",,,,,,,,Mt.AiryMD
234,Harpoon Brewery,Boston, MA,42.3600825,-71.0588801,Boston  MA,,,Boston,Massachusetts,United States,,"Boston, Suffolk County, Massachusetts, United States",,,,,,,,BostonMA
300,Boston Beer Company,Boston, MA,42.3600825,-71.0588801,Boston  MA,,,Boston,Massachusetts,United States,,"Boston, Suffolk County, Massachusetts, United States",,,,,,,,BostonMA
178,Cambridge Brewing Company,Cambridge, MA,42.3736158,-71.1097335,Cambridge  MA,,,Cambridge,Massachusetts,United States,,"Cambridge, Middlesex County, Massachusetts, United States",,,,,,,,CambridgeMA
304,Blue Hills Brewery,Canton, MA,42.1584324,-71.1447732,Canton  MA,,,Canton,Massachusetts,United States,,"Canton, Norfolk County, Massachusetts, United States",,,,,,,,CantonMA
305,Night Shift Brewing,Everett, MA,42.40843,-71.0536625,Everett  MA,,,Everett,Massachusetts,United States,2149,"Everett, Middlesex County, Massachusetts, United States, 02149",,,,,,,,EverettMA
2,Jacks Abby Craft Lagers,Framingham, MA,42.279286,-71.4161565,Framingham MA,,,Framingham,Massachusetts,United States,,"Framingham, Middlesex County, Massachusetts, United States",,,,,,,,FraminghamMA
230,Cape Ann Brewing Company,Gloucester, MA,42.6159285,-70.6619888,Gloucester  MA,,,Gloucester,Massachusetts,United States,,"Gloucester, Ipswich, Essex County, Massachusetts, United States",,,,,,,,GloucesterMA
267,Cape Cod Beer,Hyannis, MA,41.6524911,-70.2881124,Hyannis  MA,,,Barnstable,Massachusetts,United States,2601,"Hyannis, Barnstable, Barnstable County, Massachusetts, United States, 02601",,,,,,,,HyannisMA
123,Ipswich Ale Brewery,Ipswich, MA,42.6791832,-70.8411558,Ipswich  MA,,,Ipswich,Massachusetts,United States,,"Ipswich, Ipswich, Essex County, Massachusetts, United States",,,,,,,,IpswichMA
271,Notch Brewing Company,Ipswich, MA,42.6791832,-70.8411558,Ipswich  MA,,,Ipswich,Massachusetts,United States,,"Ipswich, Ipswich, Essex County, Massachusetts, United States",,,,,,,,IpswichMA
446,Downeast Cider House,Leominster, MA,42.5250906,-71.759794,Leominster  MA,,,Leominster,Massachusetts,United States,,"Leominster, Worcester County, Massachusetts, United States",,,,,,,,LeominsterMA
103,Beer Works Brewery,Lowell, MA,42.6334247,-71.3161718,Lowell  MA,,,Lowell,Massachusetts,United States,,"Lowell, Middlesex County, Massachusetts, United States",,,,,,,,LowellMA
511,Sherwood Forest Brewers,Marlborough, MA,42.3459271,-71.5522874,Marlborough  MA,,,Marlborough,Massachusetts,United States,,"Marlborough, Middlesex County, Massachusetts, United States",,,,,,,,MarlboroughMA
145,Cisco Brewers,Nantucket, MA,41.2834704,-70.099451,Nantucket  MA,,,Nantucket,Massachusetts,United States,,"Nantucket, Nantucket County, Massachusetts, United States",,,,,,,,NantucketMA
495,Newburyport Brewing Company,Newburyport, MA,42.8125913,-70.8772751,Newburyport  MA,,,Newburyport,Massachusetts,United States,,"Newburyport, Essex County, Massachusetts, United States",,,,,,,,NewburyportMA
293,Northampton Brewery,Northamtpon, MA,42.3250896,-72.6412013,Northamtpon  MA,,,Northampton,Massachusetts,United States,,"Northampton, Hampshire County, Massachusetts, United States",,,,,,,,NorthamtponMA
477,Big Elm Brewing,Sheffield, MA,42.1099885,-73.3551436,Sheffield  MA,,,Sheffield,Massachusetts,United States,,"Sheffield, Berkshire County, Massachusetts, United States",,,,,,,,SheffieldMA
278,Berkshire Brewing Company,South Deerfield, MA,42.4773097,-72.6078667,South Deerfield  MA,,,Deerfield,Massachusetts,United States,,"South Deerfield, Deerfield, Franklin County, Massachusetts, United States",,,,,,,,SouthDeerfieldMA
351,Westfield River Brewing Company,Westfield, MA,42.1250929,-72.749538,Westfield  MA,,,Westfield,Massachusetts,United States,1085,"Westfield, Hampden County, Massachusetts, United States, 01085",,,,,,,,WestfieldMA
295,Wachusett Brewing Company,Westminster, MA,42.5459227,-71.9106308,Westminster  MA,,,Westminster,Massachusetts,United States,,"Westminster, Worcester County, Massachusetts, United States",,,,,,,,WestminsterMA
318,Banner Beer Company,Williamsburg, MA,42.3928305,-72.7300929,Williamsburg  MA,,,Williamsburg,Massachusetts,United States,,"Williamsburg, Hampshire County, Massachusetts, United States",,,,,,,,WilliamsburgMA
339,Wormtown Brewery,Worcester, MA,42.2625932,-71.8022934,Worcester  MA,,,Worcester,Massachusetts,United States,,"Worcester, Worcester County, Massachusetts, United States",,,,,,,,WorcesterMA
137,Sietsema Orchards and Cider Mill,Ada, MI,42.960727,-85.4954803,Ada  MI,,,,Michigan,United States,,"Ada Township, Kent County, Michigan, United States",,,,,,,,AdaMI
402,Wolverine State Brewing Company,Ann Arbor, MI,42.2808256,-83.7430378,Ann Arbor  MI,,,Ann Arbor,Michigan,United States,,"Ann Arbor, Washtenaw County, Michigan, United States",,,,,,,,AnnArborMI
541,Arcadia Brewing Company,Battle Creek, MI,42.3211522,-85.1797142,Battle Creek  MI,,,Battle Creek,Michigan,United States,,"Battle Creek, Calhoun County, Michigan, United States",,,,,,,,BattleCreekMI
124,Griffin Claw Brewing Company,Birmingham, MI,42.5467012,-83.2113192,Birmingham  MI,,,Birmingham,Michigan,United States,,"Birmingham, Southfield Township, Oakland County, Michigan, United States",,,,,,,,BirminghamMI
7,Tapistry Brewing,Bridgman, MI,41.9430986,-86.5569659,Bridgman MI,,,Bridgman,Michigan,United States,49106,"Bridgman, Berrien County, Michigan, United States, 49106",,,,,,,,BridgmanMI
121,Cheboygan Brewing Company,Cheboygan, MI,45.6469563,-84.4744795,Cheboygan  MI,,,Cheboygan,Michigan,United States,49721,"Cheboygan, Cheboygan County, Michigan, United States, 49721",,,,,,,,CheboyganMI
13,Perrin Brewing Company,Comstock Park, MI,43.0386368,-85.6700332,Comstock Park  MI,,,Comstock Park,Michigan,United States,,"Comstock Park, Alpine Township, Kent County, Michigan, United States",,,,,,,,ComstockParkMI
72,Atwater Brewery,Detroit, MI,42.331427,-83.0457538,Detroit  MI,,,Detroit,Michigan,United States,,"Detroit, Wayne County, Michigan, United States",,,,,,,,DetroitMI
398,Saugatuck Brewing Company,Douglas, MI,42.6433583,-86.2005933,Douglas  MI,,,Douglas,Michigan,United States,,"Douglas, Saugatuck Township, Allegan County, Michigan, United States",,,,,,,,DouglasMI
253,Frankenmuth Brewery,Frankenmuth, MI,43.331691,-83.7380194,Frankenmuth  MI,,,Frankenmuth,Michigan,United States,,"Frankenmuth, Frankenmuth Township, Saginaw County, Michigan, United States",,,,,,,,FrankenmuthMI
9,The Mitten Brewing Company,Grand Rapids, MI,42.9633599,-85.6680863,Grand Rapids  MI,,,Grand Rapids,Michigan,United States,,"Grand Rapids, Kent County, Michigan, United States",,,,,,,,GrandRapidsMI
10,Brewery Vivant,Grand Rapids, MI,42.9633599,-85.6680863,Grand Rapids  MI,,,Grand Rapids,Michigan,United States,,"Grand Rapids, Kent County, Michigan, United States",,,,,,,,GrandRapidsMI
15,Founders Brewing Company,Grand Rapids, MI,42.9633599,-85.6680863,Grand Rapids  MI,,,Grand Rapids,Michigan,United States,,"Grand Rapids, Kent County, Michigan, United States",,,,,,,,GrandRapidsMI
8,Big Lake Brewing,Holland, MI,42.7875235,-86.1089301,Holland MI,,,Holland,Michigan,United States,49423,"Holland, Ottawa County, Michigan, United States, 49423",,,,,,,,HollandMI
84,Keweenaw Brewing Company,Houghton, MI,47.1211331,-88.5694182,Houghton  MI,,,Houghton,Michigan,United States,49931,"Houghton, Houghton County, Michigan, United States, 49931",,,,,,,,HoughtonMI
396,White Flame Brewing Company,Hudsonville, MI,42.870859,-85.8650358,Hudsonville  MI,,,Hudsonville,Michigan,United States,49426,"Hudsonville, Ottawa County, Michigan, United States, 49426",,,,,,,,HudsonvilleMI
39,Gonzos BiggDogg Brewing,Kalamazoo, MI,42.2917069,-85.5872286,Kalamazoo  MI,,,Kalamazoo,Michigan,United States,,"Kalamazoo, Kalamazoo County, Michigan, United States",,,,,,,,KalamazooMI
76,Bells Brewery,Kalamazoo, MI,42.2917069,-85.5872286,Kalamazoo  MI,,,Kalamazoo,Michigan,United States,,"Kalamazoo, Kalamazoo County, Michigan, United States",,,,,,,,KalamazooMI
12,Blackrocks Brewery,Marquette, MI,46.5475825,-87.3955954,Marquette  MI,,,Marquette,Michigan,United States,,"Marquette, Marquette County, Michigan, United States",,,,,,,,MarquetteMI
95,Blackrocks Brewery,Marquette, MA,46.5524871,-87.3943268,Marquette  MA,1014,North 3rd Street,Marquette,Michigan,United States,49855,"1014, North 3rd Street, Marquette, Marquette County, Michigan, United States, 49855, 3510",,,,,,,,MarquetteMA
260,Mountain Town Brewing Company ,Mount Pleasant, MI,43.5978075,-84.7675139,Mount Pleasant  MI,,,Mount Pleasant,Michigan,United States,48858,"Mount Pleasant, Isabella County, Michigan, United States, 48858",,,,,,,,MountPleasantMI
186,St. Julian Winery,Paw Paw, MI,42.2178171,-85.8911246,Paw Paw  MI,,,Paw Paw,Michigan,United States,49079,"Paw Paw, Paw Paw Township, Van Buren County, Michigan, United States, 49079",,,,,,,,PawPawMI
11,Petoskey Brewing,Petoskey, MI,45.3733428,-84.9553296,Petoskey  MI,,,Petoskey,Michigan,United States,49770,"Petoskey, Emmet County, Michigan, United States, 49770",,,,,,,,PetoskeyMI
59,Latitude 42 Brewing Company,Portage, MI,42.2011538,-85.5800022,Portage  MI,,,Portage,Michigan,United States,,"Portage, Kalamazoo County, Michigan, United States",,,,,,,,PortageMI
229,Rochester Mills Brewing Company,Rochester, MI,42.680588,-83.1338214,Rochester  MI,,,Rochester,Michigan,United States,,"Rochester, Oakland County, Michigan, United States",,,,,,,,RochesterMI
440,MillKing It Productions,Royal Oak, MI,42.4894801,-83.1446485,Royal Oak  MI,,,Royal Oak,Michigan,United States,,"Royal Oak, Oakland County, Michigan, United States",,,,,,,,RoyalOakMI
254,Meckleys Cidery,Somerset Center, MI,42.0511543,-84.4135604,Somerset Center  MI,,,Somerset Center,Michigan,United States,49249,"Somerset Center, Somerset Township, Hillsdale County, Michigan, United States, 49249",,,,,,,,SomersetCenterMI
14,Witchs Hat Brewing Company,South Lyon, MI,42.46059,-83.6516063,South Lyon  MI,,,South Lyon,Michigan,United States,48178,"South Lyon, Green Oak Township, Oakland County, Michigan, United States, 48178",,,,,,,,SouthLyonMI
